#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	weird
#open	2019-04-16-14-37-01
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	name	addl	notice	peer
#types	time	string	addr	port	addr	port	string	string	bool	string
1313583870.684872	CKdW6v4I9TBijLqb98	60.190.223.75	2012	147.32.84.165	1048	bad_TCP_checksum	-	F	bro
1313589327.717990	CVcKzv1HlCOZfCRM1a	147.32.84.192	3267	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589327.902453	CoUrIw1vo3k7Ps59Sb	147.32.84.206	4620	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589327.941435	ClW1jk4UIGdumf15B8	147.32.84.207	1101	212.117.177.186	65500	unknown_dce_rpc_auth_type_235	-	F	bro
1313589332.688206	C0Tav64NZt7i6OAJPg	147.32.84.204	2416	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589332.688206	CxbfUL2UXFLOW5GGta	147.32.84.204	2417	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589332.688206	CtGpzyrLtAYGeZcMj	147.32.84.204	2418	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589332.688206	CpiTwR2g1M7ahZGfd8	147.32.84.204	2419	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589332.688206	Cwm4IJ2FTwOby8Mhka	147.32.84.204	2420	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589332.688206	CJ8oZz3ywgHVd1NVP2	147.32.84.204	2421	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589332.688206	CXb8DG3V9GiURWMsj8	147.32.84.204	2422	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589332.688206	C9KPhV1Bups9BBSff9	147.32.84.204	2425	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589332.688206	CsHzrX1VyVzOZYyvg	147.32.84.204	2424	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589332.688206	C458Jx693o29Btw6	147.32.84.204	2423	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589332.688206	C2eUkJ2sjXWgbSs14h	147.32.84.204	2426	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589332.688206	C6MiIE2cTDm6b423ue	147.32.84.204	2429	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589332.688206	CuQzT923aenOw4xu2k	147.32.84.204	2427	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589332.688206	C3chun3Dmz4sNNgdeb	147.32.84.204	2430	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589332.688206	C4w2p9yKfBrqtEKw8	147.32.84.204	2431	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589332.688206	C1SVV34RpLACVDHI58	147.32.84.204	2437	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589332.688206	Cr1TzijeBgCqPOv41	147.32.84.204	2439	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589333.022030	CxXXI64N8uO7kt4uEf	147.32.84.165	3322	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589333.236218	CiJ2M63r0NUUDmm28h	147.32.84.204	2445	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589333.864274	C7pF1lROl5BR7Vz32	147.32.84.165	3324	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589333.903392	CW3almHpp0QheFdod	147.32.84.208	1993	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589333.903392	CYmwCv433kvD7ieUXc	147.32.84.208	1994	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589333.903392	CBQdD44iEo8uHlGMA9	147.32.84.208	1995	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589333.903392	CbSmqlwdUluZ6iJJ4	147.32.84.208	1996	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589333.903392	CIEGUXkC5N1yRAcjh	147.32.84.208	1997	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589333.903392	C8rTyu4uQ4aAYwCyqb	147.32.84.208	1998	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589333.903392	CF7dXT58x54Cz5L04	147.32.84.208	1999	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589333.903392	CXuLxa1wO839INcCha	147.32.84.208	2000	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589333.903392	Chaxc72AfM0I6aKrS3	147.32.84.208	2001	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589333.903392	CEFhPK3urbTbvNlcq	147.32.84.208	2002	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589333.903392	C5e5Be4kJi1i6S30tl	147.32.84.208	2003	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589333.903392	CkNzek3D3DHDQKA1L1	147.32.84.208	2004	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589333.903392	CL1xvl2IoKbxFAgOGk	147.32.84.208	2005	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589333.903392	CFitHF3KrJfQFVfXG9	147.32.84.208	2006	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589333.903392	CextMV3LZJNrDqCYq8	147.32.84.208	2010	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589333.903392	CdjhVz3QUOTEaXV9gd	147.32.84.208	2009	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589333.903392	CZFXy322jS7HZDtL29	147.32.84.208	2015	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589333.903392	ChUxvd3DuIa5QhIGbe	147.32.84.208	2016	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589333.903392	C3zkq13dkKutLV76w8	147.32.84.208	2017	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589334.346385	CQL8q33eXXuTa0zrYc	147.32.84.208	2021	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589335.526728	CP9p5G26tLRAerX778	147.32.84.165	3326	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589335.526728	CXaUteJN7Bp2IVgB6	147.32.84.165	3327	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589337.959239	CfUDwp4fRlwshqEJHj	147.32.84.206	4643	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589337.959239	COmPrk1CAXWEyPPZve	147.32.84.206	4644	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589339.283999	CpGtDu43jjoFFeGDci	147.32.84.207	1113	212.117.177.186	65500	unknown_dce_rpc_auth_type_33	-	F	bro
1313589339.297612	C5eJjx4EH7nPmdRz55	147.32.84.206	4650	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589339.297612	CZvExX18PLbY7QcjQ7	147.32.84.206	4651	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589339.497499	CpGtDu43jjoFFeGDci	147.32.84.207	1113	212.117.177.186	65500	unknown_dce_rpc_auth_type_207	-	F	bro
1313589340.415436	CYV56B3C7L4cTbsHrh	147.32.84.206	4654	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589340.415436	CZx5Ccyn4cxstWqq6	147.32.84.206	4655	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589340.488212	CgV8nz46ESAFxDi2Sa	147.32.84.206	4657	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589341.488901	CoEABM3HW3vgziKb18	147.32.84.205	1873	212.117.177.186	65500	unknown_dce_rpc_auth_type_153	-	F	bro
1313589341.819667	CoEABM3HW3vgziKb18	147.32.84.205	1873	212.117.177.186	65500	unknown_dce_rpc_auth_type_3	-	F	bro
1313589342.546876	CZ1jUpwzRyhqSRxF6	147.32.84.192	3297	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589342.546876	CrohZE1QP5cXElPmN6	147.32.84.192	3298	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589343.057965	CWpj0L1HHkdTwmnRBg	147.32.84.165	3350	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589343.108599	CESaCI37XNg7ShZItc	147.32.84.192	3305	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589343.119275	CXnDPy4tdAImOJQD9e	147.32.84.192	3306	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589343.408516	Cfv4iXeXAKw1Zulbd	147.32.84.165	3355	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589344.017849	CnU9yQ3zo5CrLWxh0g	147.32.84.208	137	147.32.84.255	137	dns_unmatched_msg	-	F	bro
1313589344.685855	CcdeRF1mvctZOLVGm1	147.32.84.165	3359	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589344.871384	CgeYBI3ZfyaX5wNxN1	147.32.84.165	3360	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589345.146828	CSnn8G3gBRyG5dUFH7	147.32.84.165	3364	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589345.146828	CjLDxR2XFuf72bVHRg	147.32.84.165	3365	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589345.220002	C9A8V73g3Cu4mbZcy1	147.32.84.206	1300	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589346.028676	CL6saw46yTX8v1xG6	147.32.84.205	1891	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589346.028676	Cdyyfw4xwWS5pGoQh9	147.32.84.205	1892	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589346.028676	CYcHFh3Uq4uBJ9gjbh	147.32.84.205	1893	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589346.028676	Cgk3WcThX4XjiNKnd	147.32.84.205	1894	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589346.028676	CC1uLE1jCviCidXhjf	147.32.84.205	1895	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589346.028676	CWw32t1W3klTEh1JIk	147.32.84.205	1896	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589346.028676	CuWaTE2ulJME24zBHa	147.32.84.205	1897	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589346.028676	CUM47Q3KgFhAkoXXn7	147.32.84.205	1898	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589346.028676	CNrG1h1IdNRXXzBXSd	147.32.84.205	1899	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589346.028676	CAZPcj2Rq8IDK3RdA9	147.32.84.205	1901	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589346.028676	C4C6Ky2eQg0I46OSDi	147.32.84.205	1902	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589346.028676	CL06Qg2LTeOANKOdT5	147.32.84.205	1903	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589346.028676	C01tZ31OUNdohyd3Yb	147.32.84.205	1904	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589346.028676	C3pcXF4RnjnviGH60a	147.32.84.205	1906	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589346.028676	CWokgo4Li3ervnLVzd	147.32.84.205	1905	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589346.028676	CKAyom1brkt0tsfODg	147.32.84.205	1907	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589346.028676	CM1gvn2vSbZrm9rfU5	147.32.84.205	1909	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589346.028676	CxNjsbI4uZOMirzhi	147.32.84.205	1911	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589346.433011	CAOCsRlgcpVpvsA9c	147.32.84.205	1919	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589347.200551	CHue7v3cK3tnR8wnU5	147.32.84.165	3372	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589347.200551	Cekvwh2NZnTf4q1vn9	147.32.84.165	3373	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589347.435501	C8hUex20yT8OfgQZV9	147.32.84.165	3378	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589349.170302	CXAxXB18p5MPuATPO4	147.32.84.206	4649	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589349.519375	CSB4WuYhh6mgaNiDh	147.32.84.206	4685	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589349.520888	Cg6y6fO1fWmmLtWGe	147.32.84.206	4686	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589349.843207	CKrdK41LMRbRhoGanj	147.32.84.207	1134	212.117.177.186	65500	unknown_dce_rpc_auth_type_139	-	F	bro
1313589351.771581	CsOWWS1uWKks77CmY4	147.32.84.204	2415	212.117.161.86	65500	unknown_dce_rpc_auth_type_205	-	F	bro
1313589354.112981	CXM0fu2ibKlfx8rDf4	147.32.84.206	4699	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589354.112981	CsaKb13LAkqqQJM4G	147.32.84.206	4700	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589354.967052	CStvAW2gsCtqv5XUod	147.32.84.206	4710	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589354.967052	Cl8K7q3bp6H7WbpE46	147.32.84.206	4711	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589355.070521	CouaaT3j0fVMeDgbgh	147.32.84.192	3243	212.117.161.86	65500	unknown_dce_rpc_auth_type_182	-	F	bro
1313589355.173318	CouaaT3j0fVMeDgbgh	147.32.84.192	3243	212.117.161.86	65500	unknown_dce_rpc_auth_type_34	-	F	bro
1313589355.199407	CouaaT3j0fVMeDgbgh	147.32.84.192	3243	212.117.161.86	65500	unknown_dce_rpc_auth_type_207	-	F	bro
1313589355.749753	CNPdwV1ZMJ7DNXCYvl	147.32.84.191	2961	200.171.4.222	6667	irc_line_too_short	-	F	bro
1313589356.046838	CRhimH1pSUqtyNv1Al	147.32.84.205	1918	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589356.354062	CNPdwV1ZMJ7DNXCYvl	147.32.84.191	2961	200.171.4.222	6667	irc_invalid_command	-	F	bro
1313589356.354062	CNPdwV1ZMJ7DNXCYvl	147.32.84.191	2961	200.171.4.222	6667	bad_HTTP_request	-	F	bro
1313589356.354062	CNPdwV1ZMJ7DNXCYvl	147.32.84.191	2961	200.171.4.222	6667	empty_http_request	-	F	bro
1313589357.420484	CGqMIN30a1tl8D6iA2	147.32.84.192	3325	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589357.420484	CkHTkj1u5brq6vynAl	147.32.84.192	3327	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589357.420484	CbuM8e3jWjfzefyLak	147.32.84.192	3328	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589357.658216	CEhG8Fm3KUkavOzB7	147.32.84.192	3333	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589357.658216	CBcNR47ECx1139GIg	147.32.84.192	3334	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589357.873745	CiPVKw4EiHjVwDJ0Rd	147.32.84.165	3388	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589357.893262	CD1HME3gssMC1qp6pa	147.32.84.192	3337	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589357.893262	CDoc5tQzdghr8QSt5	147.32.84.192	3338	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589357.985204	CZC7FM2m6i9Lbowmw5	147.32.84.192	3340	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589358.625305	Cz3Dr84Ec7UEbekeS3	147.32.84.165	3424	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589358.737205	CX2hDP1jztHBt0f937	147.32.84.165	3425	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589360.344818	CCGvKr3DCr7Dttwbeg	147.32.84.206	4721	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589360.348825	Cz4FjS31KdpFCRmGfh	147.32.84.206	4722	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589361.763336	CITkOIigytv99rrk6	147.32.84.165	3442	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589361.763958	CQH8FVV1iLjT5gh13	147.32.84.165	3443	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589362.414939	CAQU721MfJPucr5U6f	147.32.84.208	137	147.32.84.171	137	dns_unmatched_reply	-	F	bro
1313589362.657904	CoFa872RgZPanF7JA6	147.32.84.165	3448	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589362.657904	CdTW0S1dX2mhMCS9Mj	147.32.84.165	3449	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589364.096788	Cl50oD3iT7MwHJlPsj	147.32.84.165	3455	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589364.096788	Cw13EX1BhcmPdEjG4e	147.32.84.165	3456	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589364.358707	CYtXQn1eAE3q0kGneh	147.32.84.208	2086	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589364.358707	CzGd7u1hYmeUjbCZk7	147.32.84.208	2087	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589364.572812	C7j62b4kvDjqOGIpLd	147.32.84.208	2029	50.7.244.234	65500	unknown_dce_rpc_auth_type_193	-	F	bro
1313589366.540505	C1HmFb3iceDxaIZUhg	147.32.84.204	2510	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589366.540505	CYf7eZ36YKlYiB96Ob	147.32.84.204	2511	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589370.672073	CPUcwyUvjx3zxNGI2	147.32.84.206	4752	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589370.688891	C06vPxBE6MIgqVa1i	147.32.84.206	4753	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589372.324165	CmKIAu4fo6ssARtwyb	147.32.84.192	3365	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589372.324165	CDX5AF3ZjWeLrG4Lke	147.32.84.206	4761	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589372.324165	Crm28acTQN2fCb01a	147.32.84.192	3366	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589372.445184	CAQU721MfJPucr5U6f	147.32.84.208	137	147.32.84.171	137	dns_unmatched_msg	-	F	bro
1313589372.445184	CFKeHP1zydz2gixqz6	147.32.84.206	4762	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589372.452066	CPSyfE25KGxorNYlKg	147.32.84.192	3368	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589372.622806	CCMGQV3iBQtpfDCvg6	147.32.84.192	3370	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589372.622806	CYLgsD3Xf6NaZx8Oq6	147.32.84.192	3371	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589372.696878	CicKYq3SjPVaaiFjP8	147.32.84.192	3374	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589372.731278	CXBjjv11M24sL9ts37	147.32.84.192	3375	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589372.731278	CWOk1K3F2yeSEddfJi	147.32.84.192	3376	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589372.946471	C910h222s8EY0greoi	147.32.84.206	4764	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589372.946471	C1xDkq2kcunThPYNo7	147.32.84.206	4765	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589373.078035	CpDlhK33WlHWYPoW9d	147.32.84.191	137	147.32.84.255	137	dns_unmatched_msg	-	F	bro
1313589373.510749	C15m4z1xEUnJukvwte	147.32.84.165	3489	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589373.642716	CKHqrN18Uw8ST13EPe	147.32.84.205	1075	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589373.759996	CrzPVt3UsJahaCVJmk	147.32.84.165	3490	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589373.759996	CmrYJe4f7wlGHjV6Hc	147.32.84.165	3491	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589374.276185	CElLfb4EDeEDcgDKFi	147.32.84.165	3493	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589377.682885	CN1vDhujgdeySBEVf	147.32.84.204	2531	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589377.682885	CEkWOW2PTa0kqBbK8d	147.32.84.205	1973	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589377.682885	CWJciu4mgISFmJqe39	147.32.84.204	2532	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589377.682885	Cx8DzK2crAMkY1SjMf	147.32.84.204	2534	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589377.682885	C1ANUy4EVXN42q3eb5	147.32.84.204	2535	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589377.682885	CZdc704novXk8yuyRi	147.32.84.204	2536	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589377.682885	CTRfVf33KiyrFgzhXj	147.32.84.204	2537	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589377.682885	CYPqtECcvYpVv4N69	147.32.84.204	2538	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589377.682885	CkTvLv3Gols8e23pX	147.32.84.204	2539	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589377.682885	C9pl2W3CJLV2xiS6y2	147.32.84.204	2540	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589377.682885	CLzbOuQszKRS7bjxh	147.32.84.204	2542	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589377.682885	C3l9zh1xsOyDNWNUub	147.32.84.204	2541	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589377.711668	Cy3xo042sWt3WHGsSb	147.32.84.205	1974	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589377.711668	C5VR4B1ZLVnh9b2cL4	147.32.84.205	1975	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589377.711668	CIxACO1gmdsn8L1zE7	147.32.84.204	2543	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589377.711668	CsH4n84r3G9SayLrzb	147.32.84.204	2547	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589377.711668	Cn5h07C3VxcStT6xk	147.32.84.204	2548	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589377.711668	CkneN63DCAD0fUog5f	147.32.84.204	2549	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589377.711668	ClAHKm2JNuBjSz2M95	147.32.84.204	2552	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589377.786543	CnAe7O2fBApYdq3P43	147.32.84.193	1862	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589378.265508	CmmF3h3htfDUmf4hvk	147.32.84.205	1976	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589378.868000	CBlNBB28x34Y7NM8h4	147.32.84.165	3524	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589378.868000	C0X8rIRZHS6Wsqn51	147.32.84.165	3525	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589378.913941	Ck1bqK1h2NJprxfzBd	147.32.84.208	2108	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589378.913941	CXZqVt3AFGcJkwY9sj	147.32.84.208	2109	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589378.913941	CnmhJP2O6c5ks3VDri	147.32.84.208	2110	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589378.913941	CVwclzmARPBmJ6V26	147.32.84.208	2112	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589378.913941	C1eJqr1bvWGSWilpf5	147.32.84.208	2113	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589378.913941	C1gt9u2yJh5TWxPjmi	147.32.84.208	2114	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589378.913941	CjJHrLPAuDF1B0Dhl	147.32.84.208	2115	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589378.913941	C1Z1VB1R0ByxXZx6m1	147.32.84.208	2116	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589378.913941	CHIolo136J99v8SwNc	147.32.84.208	2118	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589378.913941	CKhkhu2zvl1hi681Kf	147.32.84.208	2119	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589378.913941	CWamWO1XoVVuCghRR1	147.32.84.208	2120	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589378.913941	CQrGlQ1kOOkKKsZF	147.32.84.208	2121	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589378.913941	C9MZAn1MAlNuxEfcG9	147.32.84.208	2122	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589378.913941	CTj6jP1QSrpBBCRA6h	147.32.84.208	2123	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589378.913941	COrbiX19YFvRCOIwp8	147.32.84.208	2124	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589378.913941	C2K8z23GlHaJ9w6jd6	147.32.84.208	2127	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589378.913941	CJuv0y4VHHPsrAeR1b	147.32.84.208	2130	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589379.026762	CVtL7eU5ThSfFhrv4	147.32.84.208	2133	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589379.202593	Cn6m6r4utQfgcipwY6	147.32.84.204	2555	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589379.202593	Cd21Su4OzARM6RmUQf	147.32.84.204	2556	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589380.540446	C9TIQh2VtjKdZfAWUb	147.32.84.165	3531	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589380.540446	CC6Rl4fRQlxiIL4v3	147.32.84.165	3532	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589381.095113	CWkmpo1xJL7909f75b	147.32.84.193	2527	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589381.095113	C2sv4h2bxeDQuo0Sc9	147.32.84.193	2528	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589381.095113	Cs8oji3vcoeu1M6Til	147.32.84.193	2529	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589381.095113	CdhAH83OsUsKy9i3Q6	147.32.84.193	2530	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589381.107902	Cu6pSD0vRJDv5nbpd	147.32.84.193	2531	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589381.107902	CqOUd917hBcnMmJUb8	147.32.84.193	2532	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589381.107902	Chp6WO3xVywm0wCqo9	147.32.84.193	2533	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589381.107902	CTKhTf4dTMGLWEQDf9	147.32.84.193	2534	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589381.107902	CSBlHB3tzcKMRK2jn3	147.32.84.193	2535	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589381.107902	CzOkNQ2t6wG90Tr3Yd	147.32.84.193	2537	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589381.107902	C7oabf4fMGVuN4zCQd	147.32.84.193	2536	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589381.107902	CnG2et3lq8mx417i9b	147.32.84.193	2538	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589381.107902	Cac2sH3xWbEtrHXw0e	147.32.84.193	2539	147.32.80.9	53	dns_unmatched_msg	-	F	bro
