#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	weird
#open	2019-04-17-11-47-05
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	name	addl	notice	peer
#types	time	string	addr	port	addr	port	string	string	bool	string
1313583870.684872	C7Rzdf2N6U2EIC3ZVc	60.190.223.75	2012	147.32.84.165	1048	bad_TCP_checksum	-	F	bro
1313589155.527414	Ch0d36aAZFF5KQVX4	147.32.84.191	2734	212.117.177.188	65500	unknown_dce_rpc_auth_type_136	-	F	bro
1313589157.907141	C7X0eLq76E9wGGTbj	147.32.84.206	4004	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589157.907141	CIpVCz3kBUuDgWXv62	147.32.84.206	4005	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589159.251295	CiVBXF1UdhxFc5EjZf	147.32.84.206	4011	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589159.251295	CBbs7pzUkHmhHbuk3	147.32.84.206	4012	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589161.546724	CTobOe2TIxRX7obFOd	147.32.84.205	1025	147.32.80.9	53	dns_unmatched_reply	-	F	bro
1313589164.609613	CPpOef3un1zpgBVx13	147.32.84.165	2706	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589164.609613	CgHdDD2AkvGomJ6b3l	147.32.84.165	2707	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589165.038223	CcpBqM2LWxjIEiUQgc	147.32.84.206	4046	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589165.038223	CtPFp43yXOdufrhXp7	147.32.84.206	4047	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589166.483088	Cg4vEJ3xNa1ncSSUv4	147.32.84.165	2720	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589166.483088	Cb7prj41GEBFNbYVW9	147.32.84.165	2721	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589167.152879	CsF7hz09ZUVsIvfDl	147.32.84.165	2723	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589167.152879	CXZOnW27AgAdVMice4	147.32.84.165	2724	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589167.155979	C3mnAd2NmpS35IODdd	147.32.84.165	1539	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589167.995577	C76ISy2w2jgzACTJdk	147.32.84.204	2067	212.117.161.86	65500	unknown_dce_rpc_auth_type_19	-	F	bro
1313589168.042413	C76ISy2w2jgzACTJdk	147.32.84.204	2067	212.117.161.86	65500	unknown_dce_rpc_auth_type_233	-	F	bro
1313589168.129381	C76ISy2w2jgzACTJdk	147.32.84.204	2067	212.117.161.86	65500	unknown_dce_rpc_auth_type_129	-	F	bro
1313589170.355239	CqW98s1y26XVSE4a5g	147.32.84.208	1588	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589172.599127	CstOIIYzbLTQXisb5	147.32.84.204	2055	212.117.161.86	65500	unknown_dce_rpc_auth_type_15	-	F	bro
1313589172.868543	CstOIIYzbLTQXisb5	147.32.84.204	2055	212.117.161.86	65500	unknown_dce_rpc_auth_type_66	-	F	bro
1313589174.941830	CHg7Fm1NYFwXZEGfBk	147.32.84.206	4081	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589174.941830	CxNbRn1VlicTykTJ2h	147.32.84.206	4082	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589174.941830	CJlGTd4MJfxLOSsPZh	147.32.84.206	4083	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589174.941830	CImJQmVnLxoujhaIi	147.32.84.206	4084	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589176.915735	CHRY1E4i5mrSJ96Odl	147.32.84.165	2738	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589176.917129	CYpNj83x0QgHg6No24	147.32.84.165	2739	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589178.300948	C9crXv4EK0ECLWDIR7	147.32.84.165	2754	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589179.852713	Cod0Ya28vARpcMMVd8	147.32.84.165	2759	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589181.118085	Cuvzmi3Hje6XiljQaf	147.32.84.193	1025	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589181.194501	CDCHRe1JEcMy3P8yoa	147.32.84.165	2765	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589181.290783	C1EVuc4PSRoUA2rmfi	147.32.84.165	2766	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589181.290783	Chlnxx3zCO3tMXHm17	147.32.84.165	2767	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589181.300837	CuzljA2QX4uwj7iaC7	147.32.84.207	4780	212.117.177.186	65500	unknown_dce_rpc_auth_type_216	-	F	bro
1313589181.448049	CwTxXa4l38fQ2DNIc	147.32.84.204	1597	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589181.529336	CBvRcX2QOrm5XpLLZ9	147.32.84.165	2770	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589181.794185	CuzljA2QX4uwj7iaC7	147.32.84.207	4780	212.117.177.186	65500	unknown_dce_rpc_auth_type_157	-	F	bro
1313589181.986289	CuzljA2QX4uwj7iaC7	147.32.84.207	4780	212.117.177.186	65500	unknown_dce_rpc_auth_type_104	-	F	bro
1313589182.237563	CF8TIU2GGvsEosKEYc	147.32.84.165	2774	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589182.253872	CzeBOa1IXQH1u5t3Jk	147.32.84.206	4106	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589182.320591	CUXPI710FyEj2Vwcug	147.32.84.206	4107	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589182.348128	Cvo5Jg1cJk2xOSkxC4	147.32.84.165	2775	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589184.653707	Cc3d6q1iGgUPTwn8J3	147.32.84.165	2785	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589184.653707	CUWSTm38BW25xnL1ud	147.32.84.165	2786	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589185.555191	CQKIrc2NqoSr8cEDse	147.32.84.204	1595	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589188.309588	CQE2uEx6jCiCyeufl	147.32.84.206	4126	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589188.331769	Cp2AAX28q9FVlr5Ddf	147.32.84.206	4127	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589188.409866	CppGYFzdJqxelI4D1	147.32.84.206	4129	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589188.751287	CRnAjG1B9ymbAuTKS7	147.32.84.206	4130	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589191.875372	CZc0fqOlWhzNQIxjj	147.32.84.206	4140	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589191.875372	CZluc42q19FGB6sSr3	147.32.84.206	4141	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589192.149204	CQvMVpMsbLsTDMkI9	147.32.84.206	4143	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589192.149204	CyNM1rk0ayDzLFrYa	147.32.84.206	4144	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589193.236309	CR8lvWFPn5QanpyH5	147.32.84.165	2803	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589193.236309	CBMLQW2bLy19vu7qGc	147.32.84.165	2804	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589193.427799	CbHzk63Y5uJaQXyKFi	147.32.84.191	1490	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589193.736172	CKty5G3V8dFuoJ2I68	147.32.84.204	2138	212.117.161.86	65500	unknown_dce_rpc_auth_type_116	-	F	bro
1313589197.254494	CWwMoM2rCu61BSYVyd	147.32.84.205	1874	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589199.871017	CS6LOn1RF9JhPvIFye	147.32.84.204	1629	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589199.875294	C0EgaY2C5ZFJqxS2Xb	147.32.84.204	2156	212.117.161.86	65500	unknown_dce_rpc_auth_type_245	-	F	bro
1313589200.007662	C0EgaY2C5ZFJqxS2Xb	147.32.84.204	2156	212.117.161.86	65500	unknown_dce_rpc_auth_type_227	-	F	bro
1313589201.843041	CIcaUCpIBFXIPRwX7	147.32.84.204	2165	212.117.161.86	65500	unknown_dce_rpc_auth_type_166	-	F	bro
1313589202.001431	CIcaUCpIBFXIPRwX7	147.32.84.204	2165	212.117.161.86	65500	unknown_dce_rpc_auth_type_213	-	F	bro
1313589202.937140	CqiH0l3rItLGYrpiye	147.32.84.206	4172	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589202.937140	Cx3tfN2rNLhAqpqSba	147.32.84.206	4173	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589203.888661	C5XuHl4POGB0lixFQf	147.32.84.206	4176	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589203.888661	CrfjtP31h6GvQ7SWNg	147.32.84.206	4177	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589204.267476	C8oGULjU3lUrGOrkc	147.32.84.206	4180	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589204.267476	C1VOQV3VfvVabRpeS4	147.32.84.206	4182	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589209.652110	CP2tRD4Wyhwb5dQTMe	147.32.84.165	2861	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589209.652110	CH9WEt2OgrWyxuJ8O6	147.32.84.165	2862	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589210.050071	C2VWrU2REM978rdLu	147.32.84.206	4202	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589210.054682	CkjTNp1M6wQvG23Bo9	147.32.84.206	4203	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589210.340621	Cwz7BG1x9pp8aizEx4	147.32.84.206	3998	208.73.210.29	80	HTTP_version_mismatch	-	F	bro
1313589211.477000	CLCeD9TLcCiZC5tt	147.32.84.165	2867	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589211.904770	COJKrfD8Rk1zZTq6c	147.32.84.165	2871	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589212.105694	C006rb1ITvqEA4ES8e	147.32.84.165	2875	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589212.105694	CtrtY73xOklHQtdVm4	147.32.84.165	2876	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589212.352545	CJAImy1R67f1zHeDk8	147.32.84.206	4208	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589212.378135	CccYJD474jbQbp3cwh	147.32.84.165	2879	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589212.378135	CscZn83vJPJ5jZ7DD7	147.32.84.165	2880	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589212.729657	Cq7uQu3YtMzlEpsRmd	147.32.84.206	4209	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589217.215106	CIw2Ju1YCKa5YRhWzd	147.32.84.209	1589	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589219.916209	ChYL2G4eicgi3ra1g3	147.32.84.206	4248	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589219.916209	CSCesQ2pybGXAyxXye	147.32.84.206	4250	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589219.953821	CPxhCd3sVhOqeqI7Yb	147.32.84.206	4251	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589220.173693	CpuFeO3fjnn71mdZDg	147.32.84.206	4255	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589222.040149	C6PyqT3uksvwgxFavb	147.32.84.165	2902	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589222.078264	CUS8qw1N9kxOQNBiy6	147.32.84.165	2903	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589224.996745	CTfGqi1ecuFu12ARFk	147.32.84.165	2914	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589224.996745	CJpT9h4rRyQQp0f8Xb	147.32.84.165	2915	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589226.305415	CdLdwf49IDGxVkFjBe	147.32.84.165	2919	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589226.320676	CP9vHm1ebAp5LpVDk1	147.32.84.165	2920	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589226.767866	C4bJ9aM3tANaJBFo6	147.32.84.165	2924	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589227.270492	CQqdPo2q4fyeR5RPZf	147.32.84.165	2927	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589229.650711	CetlU1Yder9KrKCoe	147.32.84.165	2942	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589229.673355	CJjzrd1Aze5tbbb0t8	147.32.84.165	2943	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589233.323718	Cu7QmN1Dr5xo4p3uuk	147.32.84.206	4282	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589233.794149	C1YKbK1tXpZMnGXTkf	147.32.84.206	4283	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589235.314718	CkiM3A14q9m4ppX3Il	147.32.84.204	2218	212.117.161.86	65500	unknown_dce_rpc_auth_type_51	-	F	bro
1313589235.504419	CkiM3A14q9m4ppX3Il	147.32.84.204	2218	212.117.161.86	65500	unknown_dce_rpc_auth_type_19	-	F	bro
1313589236.902973	CpyvMJ2HDgg2orMAQ7	147.32.84.206	4299	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589236.948520	Cu6aUTEO2EevDe0Ql	147.32.84.206	4300	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.149333	C4fCgsc1Gp5QjCxC9	147.32.84.206	4303	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.289234	CXWRE43F4NusjkGk5g	147.32.84.192	3007	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.289234	ClUfgF31qfxc7fEqf	147.32.84.192	3009	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.289234	CIG3zfPToOlV5y9ie	147.32.84.192	3008	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.289234	C4EdLpbPDj3ipeDTi	147.32.84.192	3010	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.289234	Ce7YYt19QSPkh8WoW1	147.32.84.192	3011	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.289234	CyURuy2DGHqdTZPu6	147.32.84.192	3012	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.289234	Cl09ZyaDO7eEm7ps	147.32.84.192	3013	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.289234	CH5DBV1kTmzEQrQYF1	147.32.84.192	3014	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.289234	CewDXj2nXlw07k9l6l	147.32.84.192	3015	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.289234	CzAtdY1jfkPkZpion7	147.32.84.192	3016	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.289234	C7gzw02kEdeIHSqgLh	147.32.84.192	3018	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.289234	CVrUgi2DVuqJtUJzl9	147.32.84.192	3017	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.292672	CkwvFk3jJaDDkFPBgc	147.32.84.192	3019	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.292672	CorOUu3or0o4jMP0Jc	147.32.84.192	3021	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.292672	CLsLZF4CUUhRxbqwvb	147.32.84.192	3020	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.314844	Ca4Ece1LX1hUXQtyw6	147.32.84.192	3027	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.484671	CL0O3E1fQuFX5rBDDa	147.32.84.192	3030	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.484671	C69C361izRqgtn1Dcg	147.32.84.192	3031	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.484671	CGz5832WnpEdc5oOX9	147.32.84.192	3032	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.484671	C1Joc3bTd7e0SMok3	147.32.84.192	3033	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.484671	CEgwAb4nXHj9kfJXw2	147.32.84.206	4304	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.535526	CqU98k4zHLaq1m30v4	147.32.84.192	3036	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589237.915644	Cq7H9l33adLKuyHai2	147.32.84.192	3039	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589238.250075	C0bRem1dNA8AA0rZKb	147.32.84.165	2956	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589238.250075	CIZsCr2B9vynIH7KI2	147.32.84.165	2957	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589242.050853	C2eobZ2AEF7QCY1Soj	147.32.84.165	2977	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589242.257600	ChWWCi3k62IwUQ2Mil	147.32.84.165	2979	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589242.886744	CmzmHU1hGmQpV50jU4	147.32.84.206	4313	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589242.975034	CxRgRj3KrIeTokYoHk	147.32.84.206	4314	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589246.078256	CEOxUr4l07JBIFXdJj	147.32.84.192	1304	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589247.599652	CIt5Pc2agshqLf18rg	147.32.84.165	3029	66.18.85.2	6667	irc_line_too_short	-	F	bro
1313589247.951302	COEZmj4q4EeiD60qR9	147.32.84.206	4326	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589247.951302	CMW69fR6puUJ7kYrh	147.32.84.206	4327	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589248.901001	CeVQL2bLCU5gDLE11	147.32.84.206	4330	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589249.135208	CaTzTH1DRtwSNIv3d2	147.32.84.206	4335	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589249.317700	CZilJQ1b7jpyU7ujpi	147.32.84.206	4338	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589249.317700	CXkheW3hEOHsQ0Z652	147.32.84.206	4339	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589250.401652	C6JpUDQJDW6HBrdQa	147.32.84.206	4342	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589250.401652	CkifiK15wp1SjOT8Pf	147.32.84.206	4343	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589251.991716	Ck0FOVNyR3p2NMFa8	147.32.84.206	4347	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589251.991716	CZKAbu11h4LL6Wd9tk	147.32.84.206	4348	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589252.106050	CavlfB3kydmUF9SX28	147.32.84.165	3005	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589252.712945	C1PzS81Y3no7E3LqNj	147.32.84.165	3006	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589254.618962	C8dyNm1gyaqbsOVfN1	147.32.84.165	3016	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589254.618962	CMtow245rqVNebvuM8	147.32.84.165	3017	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589255.069434	CzlaJgwbqmfb3zNA1	147.32.84.206	4356	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589255.069434	Ci5Stt2W1mso6w3k7c	147.32.84.206	4357	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589256.683004	CTwmu8y0Xi6MNz9i9	147.32.84.204	2253	212.117.161.86	65500	unknown_dce_rpc_auth_type_237	-	F	bro
1313589257.115169	CHoekR3XF7eOGd78z5	147.32.84.165	3031	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589257.130613	Cn7JRn3JbLRXFu2Z5b	147.32.84.165	3032	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589257.373119	CPkpj2RDE1L94Jvfe	147.32.84.165	3038	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589257.373119	Cmw3xyD0lFrk9tKi	147.32.84.165	3039	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589263.910629	CK3WEh1WtJY3VMkEbf	147.32.84.206	4390	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589264.074638	C7WPtb4hdP5jcg58sd	147.32.84.206	4391	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589264.088795	CuP7771nA7AAwK6uPk	147.32.84.206	4392	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589264.088795	Ca0r6U1xaDiFqiaIyd	147.32.84.206	4393	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589264.954535	CxhJSr2oodKrHJuHW1	147.32.84.206	4398	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589264.954535	CsvTuG2LeyzaJaolQ9	147.32.84.206	4399	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589267.032043	CCChDz2XPIS4ruFatb	147.32.84.207	137	147.32.84.171	137	dns_unmatched_reply	-	F	bro
1313589267.297232	C0h6x64L3KRiIzD6ja	147.32.84.192	3098	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589267.297232	CYf51eM0ZX8iu7ix2	147.32.84.192	3099	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589267.858797	CcQxuV3pGDunFBVKBh	147.32.84.165	3069	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589267.950518	CdJec4O5o9q9x3Tc8	147.32.84.165	3070	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589268.080467	CmrpfXr5g7IOdS0p6	147.32.84.192	3104	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589268.080467	CvBB0A2Pu0i7BTRl06	147.32.84.192	3105	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589269.988694	C7ZqgqxDPgvi22dS4	147.32.84.165	3082	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589269.991835	CHDMYumEpS05bkoq8	147.32.84.165	3083	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589271.343587	CxXnaC3GC4jJLhMeGb	147.32.84.165	3089	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589271.460075	CiA7w42Ka77oq7qeec	147.32.84.165	3090	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589272.412059	CyB3bc3wUbUyPZNEFj	147.32.84.165	3098	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589272.414470	C0B4Xh3VHrICUrmIb1	147.32.84.165	3099	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589272.448921	C0oCaW3uCUHPysWn8a	147.32.84.165	3101	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589272.530198	CNW4Cn4wFBGvkHSnAg	147.32.84.165	3104	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589272.954092	CCSow7sposzToc8ne	147.32.84.206	4423	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589273.269030	CqH6Hc3dLg8gmnnfJ7	147.32.84.206	4424	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589274.338693	Cv1ah03nedlTfOXxOc	147.32.84.204	2287	212.117.161.86	65500	unknown_dce_rpc_auth_type_114	-	F	bro
1313589274.670077	Cjcaq346hRqrq6E4Ta	147.32.84.165	3107	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589274.718247	C1yHbr33Yg7hvypH6	147.32.84.204	1392	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589274.963132	Cv7UH835HFvoFO2VUb	147.32.84.165	3108	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589277.029470	CPOUo04SKNk8B78IN2	147.32.84.207	137	147.32.84.255	137	dns_unmatched_msg	-	F	bro
1313589277.077077	CCChDz2XPIS4ruFatb	147.32.84.207	137	147.32.84.171	137	dns_unmatched_msg	-	F	bro
1313589280.520715	CDTUW44H2TvKQG2JKf	147.32.84.205	1875	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589282.290309	CTSOT12dB5qxwbYlMh	147.32.84.192	3122	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589282.290309	CigBDZ2lq4bXqMBR87	147.32.84.192	3123	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589282.290309	CdhVn8tIeP9WgYdi	147.32.84.192	3124	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589282.290309	CkqXmY2Po2Fk6nnmKi	147.32.84.192	3125	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589282.290309	CZmduL33Pa1OBDylbd	147.32.84.192	3126	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589282.290309	C0ckBr3jszMLukIkr3	147.32.84.192	3127	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589282.297985	CDNhO61iGlqRalOH7f	147.32.84.192	3133	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589282.297985	CQO8CQ2LVpViu1tis4	147.32.84.192	3134	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589282.297985	CUxmVk36ujjTsOV4qe	147.32.84.192	3135	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589282.412848	C7cvW41cwE8bkpSuaj	147.32.84.192	3137	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589282.468689	CjrUNr1QFht09p7FLi	147.32.84.192	3138	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589282.468689	CBcuahqXwhHqt25b	147.32.84.192	3139	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589282.576663	CFP4oL3NAMPUO4s1F7	147.32.84.192	3141	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589282.576663	CU9Ic4IMnMqDdI4md	147.32.84.192	3142	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589282.649587	CRDEwB11qWtjgNgrTd	147.32.84.206	4456	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589282.649587	C7jUgB4VWAp1430jpj	147.32.84.206	4457	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589282.716043	CytxtZ2TWKUt8h8Cv1	147.32.84.192	3146	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589282.716043	CubqQf3vO2SnYglLUe	147.32.84.192	3147	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589283.283074	Czqnfn3WIwQA1r3n9	147.32.84.165	3125	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589283.283074	CLxivd1N1yXnL03C8j	147.32.84.165	3126	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589287.636471	Cb1zCu1ETgSEbUl9r6	147.32.84.204	2313	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589287.636471	CNyxqm2p5irFWBMFw	147.32.84.204	2314	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313589287.636471	CEYlQl1D85Ab9FMKM4	147.32.84.204	2315	147.32.80.9	53	dns_unmatched_msg	-	F	bro
