#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	weird
#open	2019-04-15-10-12-51
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	name	addl	notice	peer
#types	time	string	addr	port	addr	port	string	string	bool	string
1313583870.684872	CUOtvC1tWEu85lUHVb	60.190.223.75	2012	147.32.84.165	1048	bad_TCP_checksum	-	F	bro
1313588846.936269	C0Mhcm7jxebjfLpag	147.32.84.165	1453	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588849.971363	CsGRQ33C2KnRuadISf	147.32.84.206	3076	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588849.971363	CsXm5J2HEl12ku9jd6	147.32.84.206	3077	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588850.460937	CYfS0pYQHDuXbS6a4	147.32.84.165	1469	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588850.460937	CJcxOgxvTaEtkIXdl	147.32.84.165	1470	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588850.678282	CuW2BVW6dLcaoVSlj	147.32.84.193	137	147.32.84.171	137	dns_unmatched_reply	-	F	bro
1313588851.418149	CHYfi1h7KdZj3fWNf	147.32.84.192	2351	61.17.216.25	6667	irc_line_too_short	-	F	bro
1313588851.765167	C361TV1jVwx20xrm2i	147.32.84.165	1473	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588851.765167	CIKLkR2kZQX2L491wk	147.32.84.165	1474	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588852.120940	CHYfi1h7KdZj3fWNf	147.32.84.192	2351	61.17.216.25	6667	irc_invalid_command	-	F	bro
1313588852.120940	CHYfi1h7KdZj3fWNf	147.32.84.192	2351	61.17.216.25	6667	bad_HTTP_request	-	F	bro
1313588852.120940	CHYfi1h7KdZj3fWNf	147.32.84.192	2351	61.17.216.25	6667	empty_http_request	-	F	bro
1313588852.566592	CfcQ7F3VNJxVv6IUK7	147.32.84.165	1476	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588852.669786	CPkrI144gGmifwO2Xl	147.32.84.165	1481	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588855.949188	Chg7WX1S0KJUfUpkv8	147.32.84.206	3085	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588855.949188	CJLcDX25xAwfHWLKp	147.32.84.206	3086	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588859.668753	C2XI653ILeW9QZCUwd	147.32.84.206	3097	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588859.668753	CGxjje4aakSHL7JR8k	147.32.84.206	3098	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588860.687121	CuW2BVW6dLcaoVSlj	147.32.84.193	137	147.32.84.171	137	dns_unmatched_msg	-	F	bro
1313588861.110732	CdaMXj2JqzTbJmBXCl	147.32.84.209	4643	212.117.177.186	65500	unknown_dce_rpc_auth_type_123	-	F	bro
1313588861.479221	CDLXaL3SdEg0PzB8V7	147.32.84.165	1494	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588861.479221	Ci0PFxZ1SNARFFj7	147.32.84.165	1495	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588862.481635	CSbCXK2Se68Bq5BGih	147.32.84.209	4651	212.117.177.186	65500	unknown_dce_rpc_auth_type_250	-	F	bro
1313588862.980723	CsRXri1avZ5vXo2UTl	147.32.84.165	1501	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588862.980723	CD57Zz3KPJsE0ohH5d	147.32.84.165	1502	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588864.478732	C5jsc14IG7wEtfiew9	147.32.84.206	2097	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588864.753652	CE8kku2Pm6Fjp8LMK	147.32.84.165	1507	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588864.757069	COQGDH3VENbfm4Ksfj	147.32.84.165	1508	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588864.827985	CIR9K04cSwiHGoaTw7	147.32.84.165	1511	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588864.827985	CcAGF74M14XcCRMB85	147.32.84.165	1512	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588865.305023	Cvkhwq38dr6bKIc1U1	147.32.84.209	4669	212.117.177.186	65500	unknown_dce_rpc_auth_type_174	-	F	bro
1313588866.492212	CAfVAn3mgVZsg6yDvg	147.32.84.165	1515	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588866.492212	CjWAaz4vOeUtETx2fa	147.32.84.165	1516	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588866.582138	Cf2C7K6kIotnWH441	147.32.84.209	4678	212.117.177.186	65500	unknown_dce_rpc_auth_type_161	-	F	bro
1313588866.937910	Cf2C7K6kIotnWH441	147.32.84.209	4678	212.117.177.186	65500	unknown_dce_rpc_auth_type_230	-	F	bro
1313588867.732299	CJYFtp2JuSimWENPJe	147.32.84.191	1025	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588868.177768	CX4ju33a0VmUewRMCd	147.32.84.209	4681	212.117.177.186	65500	unknown_dce_rpc_auth_type_83	-	F	bro
1313588870.637619	CsVU5FgqCOekPTG7h	147.32.84.209	4694	212.117.177.186	65500	unknown_dce_rpc_auth_type_78	-	F	bro
1313588870.868828	CsVU5FgqCOekPTG7h	147.32.84.209	4694	212.117.177.186	65500	unknown_dce_rpc_auth_type_106	-	F	bro
1313588870.868858	CsVU5FgqCOekPTG7h	147.32.84.209	4694	212.117.177.186	65500	unknown_dce_rpc_auth_type_28	-	F	bro
1313588871.432546	C0FJCo3FAgPXiNGDFg	147.32.84.209	4699	212.117.177.186	65500	unknown_dce_rpc_auth_type_124	-	F	bro
1313588871.469207	CHJLqQQvZZpIiJQAg	147.32.84.206	3122	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588871.502142	CW9rGN1GKNxlds0gud	147.32.84.206	3123	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588871.589318	C0FJCo3FAgPXiNGDFg	147.32.84.209	4699	212.117.177.186	65500	unknown_dce_rpc_auth_type_73	-	F	bro
1313588872.557952	CkwoKh3xN5O7cNaHpi	147.32.84.206	3125	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588872.557952	Cf8NXPO3H6Ivshp06	147.32.84.206	3126	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588872.744065	CsOQClpxSRBrn7hv5	147.32.84.209	4703	212.117.177.186	65500	unknown_dce_rpc_auth_type_201	-	F	bro
1313588873.086332	CCVu303WfxhUmhjrv6	147.32.84.205	1195	212.117.177.186	65500	unknown_dce_rpc_auth_type_180	-	F	bro
1313588873.157709	CMu7c81cfdb712teXc	147.32.84.206	3128	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588873.157709	CgiQdRIWm3uxy3zpc	147.32.84.206	3129	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588873.391370	CLyVQt2Dqn5zsHW8q3	147.32.84.209	4708	212.117.177.186	65500	unknown_dce_rpc_auth_type_1	-	F	bro
1313588873.414489	CCVu303WfxhUmhjrv6	147.32.84.205	1195	212.117.177.186	65500	unknown_dce_rpc_auth_type_209	-	F	bro
1313588874.298190	CTm92W3WKNbp5Dt75	147.32.84.206	3136	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588874.302202	CPV3Dt4L2lG2JLqO6	147.32.84.206	3137	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588874.373816	CkKoq1KjRkAfzeaI4	147.32.84.192	1304	147.32.80.9	53	dns_unmatched_reply	-	F	bro
1313588874.658825	CQRImboimli1mAXkg	147.32.84.191	1025	147.32.80.9	53	dns_unmatched_reply	-	F	bro
1313588876.041962	CowZ9e39IWexZFWSBc	147.32.84.206	3148	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588876.052353	CZbH802bQIDt40ENPc	147.32.84.206	3149	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588876.255421	ClBelG1kvwNywIOBZ2	147.32.84.209	4719	212.117.177.186	65500	unknown_dce_rpc_auth_type_147	-	F	bro
1313588876.829173	ClhdA04MW6IGfqfdx3	147.32.84.209	4723	212.117.177.186	65500	unknown_dce_rpc_auth_type_168	-	F	bro
1313588877.009572	ClhdA04MW6IGfqfdx3	147.32.84.209	4723	212.117.177.186	65500	unknown_dce_rpc_auth_type_147	-	F	bro
1313588877.116763	CtEh701OUlVlMKXwI4	147.32.84.207	4380	218.189.208.34	6667	irc_line_too_short	-	F	bro
1313588877.875969	CdqJvWFJGWeHvcjsi	147.32.84.204	1543	200.171.4.222	6667	irc_line_too_short	-	F	bro
1313588877.903737	CtEh701OUlVlMKXwI4	147.32.84.207	4380	218.189.208.34	6667	irc_invalid_command	-	F	bro
1313588877.903737	CtEh701OUlVlMKXwI4	147.32.84.207	4380	218.189.208.34	6667	bad_HTTP_request	-	F	bro
1313588877.903737	CtEh701OUlVlMKXwI4	147.32.84.207	4380	218.189.208.34	6667	empty_http_request	-	F	bro
1313588878.311359	ClpwWJ1rq2ISNGlC9j	147.32.84.209	1549	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588878.485312	CdqJvWFJGWeHvcjsi	147.32.84.204	1543	200.171.4.222	6667	irc_invalid_command	-	F	bro
1313588878.485312	CdqJvWFJGWeHvcjsi	147.32.84.204	1543	200.171.4.222	6667	bad_HTTP_request	-	F	bro
1313588878.485312	CdqJvWFJGWeHvcjsi	147.32.84.204	1543	200.171.4.222	6667	empty_http_request	-	F	bro
1313588880.180056	CbCYfN2MkTxIVW7il7	147.32.84.209	4731	212.117.177.186	65500	unknown_dce_rpc_auth_type_159	-	F	bro
1313588880.311395	CbCYfN2MkTxIVW7il7	147.32.84.209	4731	212.117.177.186	65500	unknown_dce_rpc_auth_type_189	-	F	bro
1313588880.441629	CWobriziplAVE3LX7	147.32.84.209	4738	212.117.177.186	65500	unknown_dce_rpc_auth_type_91	-	F	bro
1313588880.501559	CWobriziplAVE3LX7	147.32.84.209	4738	212.117.177.186	65500	unknown_dce_rpc_auth_type_216	-	F	bro
1313588881.907106	CZDKAfsQce0bACyae	147.32.84.206	3162	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588881.907106	Csk97d3YuuBrlLGmqi	147.32.84.206	3163	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588882.381980	Ch0H052AxNeoL7eg9k	147.32.84.209	4743	212.117.177.186	65500	unknown_dce_rpc_auth_type_6	-	F	bro
1313588882.714331	C3HTg91pH4QxsfhdIf	147.32.84.165	1556	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588882.714331	CDhpxgta7B6fGRKO2	147.32.84.165	1557	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588883.633524	CiC0xX2P97NzYKEIp6	147.32.84.205	1217	212.117.177.186	65500	unknown_dce_rpc_auth_type_77	-	F	bro
1313588883.694548	CJB35i1Bt40wGqam2d	147.32.84.209	4747	212.117.177.186	65500	unknown_dce_rpc_auth_type_15	-	F	bro
1313588884.755357	C8K2hHXmsCDco25q4	147.32.84.204	1540	212.117.161.86	65500	unknown_dce_rpc_auth_type_166	-	F	bro
1313588885.190617	CHYSOO2my86tDJXgq5	147.32.84.209	4752	212.117.177.186	65500	unknown_dce_rpc_auth_type_111	-	F	bro
1313588885.322266	CHYSOO2my86tDJXgq5	147.32.84.209	4752	212.117.177.186	65500	unknown_dce_rpc_auth_type_156	-	F	bro
1313588885.440321	CD2UiMPs1dm1Mcptd	147.32.84.209	4755	212.117.177.186	65500	unknown_dce_rpc_auth_type_77	-	F	bro
1313588888.498272	CggjjL1NgWfvWnCJ04	147.32.84.209	4767	212.117.177.186	65500	unknown_dce_rpc_auth_type_20	-	F	bro
1313588888.545658	CggjjL1NgWfvWnCJ04	147.32.84.209	4767	212.117.177.186	65500	unknown_dce_rpc_auth_type_229	-	F	bro
1313588889.493583	ChZtmw1IAZeaHidsp3	147.32.84.191	1491	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588889.528662	CDwSTPLX2K8DPa3uj	147.32.84.205	1223	212.117.177.186	65500	unknown_dce_rpc_auth_type_230	-	F	bro
1313588889.856725	CDwSTPLX2K8DPa3uj	147.32.84.205	1223	212.117.177.186	65500	unknown_dce_rpc_auth_type_246	-	F	bro
1313588890.948001	ChExz6sHNXMcn3ca4	147.32.84.208	1228	219.232.102.130	6667	irc_line_too_short	-	F	bro
1313588891.556019	CLNbKTcAQHmoeQYO9	147.32.84.206	3193	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588891.746613	CmAIMr3cwLL6xuQzR4	147.32.84.165	1573	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588891.746613	ClIy9k1rwcengJoZ9d	147.32.84.165	1574	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588891.825363	CbhSUw4O98fx5wuES5	147.32.84.206	3194	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588891.846457	ChExz6sHNXMcn3ca4	147.32.84.208	1228	219.232.102.130	6667	irc_invalid_command	-	F	bro
1313588891.846457	ChExz6sHNXMcn3ca4	147.32.84.208	1228	219.232.102.130	6667	bad_HTTP_request	-	F	bro
1313588891.846457	ChExz6sHNXMcn3ca4	147.32.84.208	1228	219.232.102.130	6667	empty_http_request	-	F	bro
1313588892.066031	CLBPZx3m2Aqniq31sd	147.32.84.209	4761	212.117.177.186	65500	unknown_dce_rpc_auth_type_149	-	F	bro
1313588892.088583	Cbc0Qg2GYtm5Kgwqmg	147.32.84.165	1576	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588892.088583	ClDrVm2q2XS5cjBcJl	147.32.84.165	1577	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588892.149442	CtAJy94gSnXFr6UBd8	147.32.84.209	4777	212.117.177.186	65500	unknown_dce_rpc_auth_type_247	-	F	bro
1313588892.354118	CLBPZx3m2Aqniq31sd	147.32.84.209	4761	212.117.177.186	65500	unknown_dce_rpc_auth_type_74	-	F	bro
1313588892.354118	CLBPZx3m2Aqniq31sd	147.32.84.209	4761	212.117.177.186	65500	too_much_dce_rpc_fragment_data	-	F	bro
1313588892.369282	CD8lGe1i9lBfrSFiv6	147.32.84.208	1211	50.7.244.234	65500	unknown_dce_rpc_auth_type_34	-	F	bro
1313588894.986330	CHZWQo4u7qfv98I1Ua	147.32.84.206	3201	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588894.986330	C77NOp3YvLftBuyVN5	147.32.84.206	3202	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588895.234268	CzVhwB10Im2wo74Mnj	147.32.84.205	1235	212.117.177.186	65500	unknown_dce_rpc_auth_type_245	-	F	bro
1313588895.257576	CzVhwB10Im2wo74Mnj	147.32.84.205	1235	212.117.177.186	65500	unknown_dce_rpc_auth_type_88	-	F	bro
1313588895.464977	Cb7iKAKO84ob541hl	147.32.84.165	1589	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588895.500292	C40lZy2aWC52j0yHTj	147.32.84.165	1590	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588896.775756	CLQVhD4DmxvrwRoVzb	147.32.84.165	1593	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588896.775756	C7jeGktspqKjBld97	147.32.84.165	1594	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588897.103823	COFVOT3sbGhcLFQdi	147.32.84.192	2428	212.117.161.86	65500	unknown_dce_rpc_auth_type_158	-	F	bro
1313588897.155288	CP1rmh62xWYDorwtk	147.32.84.209	4789	212.117.177.186	65500	unknown_dce_rpc_auth_type_206	-	F	bro
1313588897.201360	Cin9ew1aJH4nfnWAXc	147.32.84.205	1244	212.117.177.186	65500	unknown_dce_rpc_auth_type_38	-	F	bro
1313588897.287887	CP1rmh62xWYDorwtk	147.32.84.209	4789	212.117.177.186	65500	unknown_dce_rpc_auth_type_14	-	F	bro
1313588899.008525	CgCBtt1g02czWYzoS1	147.32.84.192	2434	212.117.161.86	65500	unknown_dce_rpc_auth_type_58	-	F	bro
1313588899.199445	CgCBtt1g02czWYzoS1	147.32.84.192	2434	212.117.161.86	65500	unknown_dce_rpc_auth_type_111	-	F	bro
1313588899.410134	C5koFd2qG9P5nPqWff	147.32.84.207	4416	212.117.177.186	65500	unknown_dce_rpc_auth_type_194	-	F	bro
1313588899.504712	CDTUug2x1Ogjfd5FV6	147.32.84.205	1258	212.117.177.186	65500	unknown_dce_rpc_auth_type_168	-	F	bro
1313588900.977835	C5liNi21oSE1Ww8LF7	147.32.84.206	3219	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588900.977835	CNCgDI3s33GYuQh1E4	147.32.84.206	3220	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588901.049335	CsI2DREOf0pUmIN4	147.32.84.192	2447	212.117.161.86	65500	unknown_dce_rpc_auth_type_22	-	F	bro
1313588901.145494	CaSCAd127wtOXKm0h6	147.32.84.205	1262	212.117.177.186	65500	unknown_dce_rpc_auth_type_229	-	F	bro
1313588901.359890	CaSCAd127wtOXKm0h6	147.32.84.205	1262	212.117.177.186	65500	unknown_dce_rpc_auth_type_149	-	F	bro
1313588902.034594	C4AywYzW77YBrJzFf	147.32.84.209	4803	212.117.177.186	65500	unknown_dce_rpc_auth_type_220	-	F	bro
1313588902.951881	CvomJH1NVQLswO3LNk	147.32.84.192	2455	212.117.161.86	65500	unknown_dce_rpc_auth_type_140	-	F	bro
1313588903.191758	CGHeTI6i0rCQSq1qf	147.32.84.204	1587	212.117.161.86	65500	unknown_dce_rpc_auth_type_147	-	F	bro
1313588903.690344	CijpSZ2Pxn1iy89l93	147.32.84.209	1580	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588904.673507	CvHSjr12SuA1Cahyy7	147.32.84.206	3230	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588904.673507	Cdlb3x3OH7AWgEj875	147.32.84.206	3231	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588905.030266	C9tOJ3Oj7uzzKUZKb	147.32.84.205	1266	212.117.177.186	65500	unknown_dce_rpc_auth_type_116	-	F	bro
1313588905.075158	C9tOJ3Oj7uzzKUZKb	147.32.84.205	1266	212.117.177.186	65500	unknown_dce_rpc_auth_type_148	-	F	bro
1313588906.177876	C7Zd6a2I2prCZ174Be	147.32.84.192	1667	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588906.439788	CL0ofyQ00MRbZp2Cf	147.32.84.209	4814	212.117.177.186	65500	unknown_dce_rpc_auth_type_23	-	F	bro
1313588906.484694	C1ru3o2qrLTe5ZoX2d	147.32.84.165	1618	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588906.505974	ClGYiV10c0zL50K7be	147.32.84.165	1619	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588906.505974	C29xzoWccepe8puHd	147.32.84.165	1620	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588906.509286	CHjWc13uDVUl9vNM2c	147.32.84.165	1621	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588907.986432	C1uyU53XU6zH1nkN7j	147.32.84.165	1630	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588907.986432	CaLP5k3uyu6zB3wBV1	147.32.84.165	1631	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588908.890091	CwXtPqk7iICN9F602	147.32.84.208	1238	50.7.244.234	65500	unknown_dce_rpc_auth_type_106	-	F	bro
1313588909.118476	CZEkC71qequEeZVBc4	147.32.84.208	1259	221.207.141.60	6667	irc_line_too_short	-	F	bro
1313588909.254622	CwXtPqk7iICN9F602	147.32.84.208	1238	50.7.244.234	65500	unknown_dce_rpc_auth_type_236	-	F	bro
1313588909.764332	CVwhxp1V4KsvGHl6i2	147.32.84.165	1639	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588909.764332	CpIwy71VNoIFDx5LL8	147.32.84.165	1640	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588909.834599	Cr3Z2p1a7TPgFILm3i	147.32.84.165	1642	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588910.246228	CZEkC71qequEeZVBc4	147.32.84.208	1259	221.207.141.60	6667	irc_invalid_command	-	F	bro
1313588910.246228	CZEkC71qequEeZVBc4	147.32.84.208	1259	221.207.141.60	6667	bad_HTTP_request	-	F	bro
1313588910.246228	CZEkC71qequEeZVBc4	147.32.84.208	1259	221.207.141.60	6667	empty_http_request	-	F	bro
1313588910.284220	CXBZz91ezlLOKHmgAc	147.32.84.165	1644	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588911.461773	CejB171BWp72GuCjwh	147.32.84.165	1654	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588911.461773	CDUmLD3SamdPVADoI2	147.32.84.165	1655	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588914.121489	CFKZa51sVIjbuzUjk6	147.32.84.208	1587	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588914.467610	CAC1id3hU10QVnNvT1	147.32.84.208	1258	50.7.244.234	65500	unknown_dce_rpc_auth_type_31	-	F	bro
1313588915.576628	CAWsyF3vGrMbFLBBlc	147.32.84.192	2459	212.117.161.86	65500	unknown_dce_rpc_auth_type_59	-	F	bro
1313588915.743535	CAWsyF3vGrMbFLBBlc	147.32.84.192	2459	212.117.161.86	65500	unknown_dce_rpc_auth_type_217	-	F	bro
1313588915.937082	CQUgR01REc67gm2Ov	147.32.84.191	2396	212.117.177.188	65500	unknown_dce_rpc_auth_type_153	-	F	bro
1313588916.477348	CQUgR01REc67gm2Ov	147.32.84.191	2396	212.117.177.188	65500	unknown_dce_rpc_auth_type_249	-	F	bro
1313588916.537060	Cjq6dC3a1k9jQq1ANa	147.32.84.206	3270	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588916.537060	CFLhV649kMZNBjrgxc	147.32.84.206	3271	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588916.728270	CAXuly3paPjuU5dDK9	147.32.84.205	1277	212.117.177.186	65500	unknown_dce_rpc_auth_type_219	-	F	bro
1313588917.244798	CAXuly3paPjuU5dDK9	147.32.84.205	1277	212.117.177.186	65500	unknown_dce_rpc_auth_type_23	-	F	bro
1313588917.579840	CUU0ps12vM14UcgKWc	147.32.84.206	3276	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588917.579840	C9Om0r3TGN0g2BkUre	147.32.84.206	3277	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588918.195850	CaK8gm4C3ySc16kJEl	147.32.84.206	3281	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588918.195850	CIGDE22Ea9Gd5rHQv8	147.32.84.206	3282	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588918.807300	CMYFQy3jTjvN37SzX2	147.32.84.165	1538	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588919.350312	CeqmYD3yq4P9BcOp3g	147.32.84.206	3286	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588919.350312	C535Sd2NtbAURq1Whh	147.32.84.206	3287	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588919.826702	CkBfZT3SoWLHFwpjVh	147.32.84.207	4431	212.117.177.186	65500	unknown_dce_rpc_auth_type_40	-	F	bro
1313588921.099467	CfO1a43YOEQhI7nwTd	147.32.84.206	3291	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588921.099467	CRnOFYsI1marsROXh	147.32.84.206	3292	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588921.411057	CU6dCM13pCs6zuXHg7	147.32.84.204	1609	212.117.161.86	65500	unknown_dce_rpc_auth_type_158	-	F	bro
1313588921.964029	CgPrSH11hjyljOBzn8	147.32.84.206	3301	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588921.964029	CugbBh4PAplFYizK0f	147.32.84.206	3302	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588926.990769	CApQPA1pN6YVmilF13	147.32.84.206	3312	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588926.990769	CLBax71qNrIniotFDe	147.32.84.206	3313	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588926.990769	CT7PgK2ytHMPWzKvel	147.32.84.206	3314	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588926.990769	CdSzEn32ujQ3TXzJx6	147.32.84.206	3315	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588927.708056	CuMvd9iwXjkPTvIy3	147.32.84.165	1696	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588927.708056	Clcjt04vj0g51DRno	147.32.84.165	1697	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588931.854072	CbSYMs4NLQvv427hf	147.32.84.206	3269	50.7.244.234	65500	unknown_dce_rpc_auth_type_139	-	F	bro
1313588932.649879	COT7nv31hnuHpi9kZ2	147.32.84.204	137	147.32.84.171	137	dns_unmatched_reply	-	F	bro
1313588932.760189	CbSYMs4NLQvv427hf	147.32.84.206	3269	50.7.244.234	65500	unknown_dce_rpc_auth_type_232	-	F	bro
1313588932.760189	CbSYMs4NLQvv427hf	147.32.84.206	3269	50.7.244.234	65500	too_much_dce_rpc_fragment_data	-	F	bro
1313588934.388364	Cp9J2Q9HLEH41Lxx1	147.32.84.207	4464	212.117.177.186	65500	unknown_dce_rpc_auth_type_231	-	F	bro
1313588935.149892	CSQRsF3C1Eehq0bHs6	147.32.84.204	1637	212.117.161.86	65500	unknown_dce_rpc_auth_type_34	-	F	bro
1313588935.313853	CSQRsF3C1Eehq0bHs6	147.32.84.204	1637	212.117.161.86	65500	unknown_dce_rpc_auth_type_148	-	F	bro
1313588935.387828	CFFDGG3sUO8owUUh16	147.32.84.206	3352	58.42.247.143	6667	irc_line_too_short	-	F	bro
1313588936.219555	C84Wf43LSb3JEJqXVe	147.32.84.192	1359	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588936.221883	CEHswT2qd72unROXrd	147.32.84.205	1300	212.117.177.186	65500	unknown_dce_rpc_auth_type_125	-	F	bro
1313588936.409923	CEHswT2qd72unROXrd	147.32.84.205	1300	212.117.177.186	65500	unknown_dce_rpc_auth_type_77	-	F	bro
1313588936.547981	C7Uo0Q3FctPcEoyYn7	147.32.84.191	2458	61.177.120.254	6667	irc_line_too_short	-	F	bro
1313588936.647851	CGb82arcvrHdStEk	147.32.84.165	1735	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588936.647851	CiPqse1HytzVNmpGvh	147.32.84.165	1736	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588936.744585	CFFDGG3sUO8owUUh16	147.32.84.206	3352	58.42.247.143	6667	irc_invalid_command	-	F	bro
1313588936.744585	CFFDGG3sUO8owUUh16	147.32.84.206	3352	58.42.247.143	6667	bad_HTTP_request	-	F	bro
1313588936.744585	CFFDGG3sUO8owUUh16	147.32.84.206	3352	58.42.247.143	6667	empty_http_request	-	F	bro
1313588936.765820	CC24hg1BXGnHAPu7Kc	147.32.84.165	1738	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588936.765820	CLOWIX3kkGZNdnoK3d	147.32.84.165	1739	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588937.105450	ClTXGGdmFid6PImYe	147.32.84.165	1742	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313588937.716658	C7Uo0Q3FctPcEoyYn7	147.32.84.191	2458	61.177.120.254	6667	irc_invalid_command	-	F	bro
1313588937.716658	C7Uo0Q3FctPcEoyYn7	147.32.84.191	2458	61.177.120.254	6667	bad_HTTP_request	-	F	bro
